Date,avg_temp_max,avg_temp_min,avg_humidity_max,avg_humidity_min,crop_diseases
28-08-18,35.1,26.9,91,52,Healthy
29-08-18,34.8,27,88,54,Healthy
30-08-18,36.5,27.5,84,45,Healthy
31-08-18,38,28.3,83,38,Healthy
01-09-18,36.6,27.3,88,41,Healthy
02-09-18,33.8,26.3,90,51,Healthy
03-09-18,33.5,26,90,56,Healthy
04-09-18,34.6,26.5,91,53,Early Blight
05-09-18,35.9,27,86,44,Healthy
06-09-18,36.6,27.4,84,39,Healthy
07-09-18,34.7,26.3,91,50,Early Blight
08-09-18,33.9,26.1,93,58,Early Blight
09-09-18,31.4,26,94,69,Early Blight
10-09-18,33.6,25.8,94,57,Early Blight
11-09-18,34.5,26.2,90,51,Healthy
12-09-18,36.6,25.8,90,39,Healthy
13-09-18,36.1,25.8,84,39,Healthy
14-09-18,34,24.5,92,46,Early Blight
15-09-18,33.2,23.6,86,43,Healthy
16-09-18,33.6,23.9,75,42,Healthy
17-09-18,34.8,23.7,83,34,Healthy
18-09-18,35.5,24,83,29,Healthy
19-09-18,36.1,23,75,29,Healthy
20-09-18,36.1,23.6,84,32,Healthy
21-09-18,35.4,24.8,86,36,Healthy
22-09-18,31.2,22,94,52,Early Blight
23-09-18,25.1,21.8,97,84,Early Blight
24-09-18,29.3,21.5,96,59,Early Blight
25-09-18,31.1,20.9,95,53,Early Blight
26-09-18,32.4,21.6,93,50,Early Blight
27-09-18,33.3,22.8,91,45,Early Blight
28-09-18,32.3,22.9,93,49,Early Blight
29-09-18,31.3,21.5,95,51,Early Blight
30-09-18,33.3,21.3,92,38,Early Blight
01-10-18,33.8,20.4,94,38,Early Blight
02-10-18,33.7,20.5,97,41,Early Blight
03-10-18,33.3,19.9,96,31,Early Blight
04-10-18,32.6,19.1,91,38,Early Blight
05-10-18,32.2,18.8,92,32,Early Blight
06-10-18,32.5,19.9,73,29,Healthy
07-10-18,32.5,19.2,86,32,Healthy
08-10-18,32.8,19.8,85,33,Healthy
09-10-18,32.1,19.2,77,38,Healthy
10-10-18,31.7,18.2,97,30,Early Blight
11-10-18,30.1,18,93,36,Early Blight
12-10-18,30,18.1,96,33,Early Blight
13-10-18,31.3,17.7,81,25,Healthy
14-10-18,31.4,17.1,83,27,Healthy
15-10-18,31.4,18,83,30,Healthy
16-10-18,32.6,19.3,76,27,Healthy
17-10-18,31,17.2,88,39,Healthy
18-10-18,31.3,16.7,74,25,Healthy
19-10-18,31.1,16.1,70,20,Healthy
20-10-18,31.2,15.5,64,19,Healthy
21-10-18,30.6,15.4,66,19,Healthy
22-10-18,30.9,14.9,68,21,Healthy
23-10-18,30.4,14.8,74,24,Healthy
24-10-18,29.9,15.1,83,26,Healthy
25-10-18,30.1,15.6,82,28,Healthy
26-10-18,29.9,16.6,77,31,Healthy
27-10-18,30.5,16.6,86,29,Healthy
28-10-18,30.4,16.1,92,34,Early Blight
29-10-18,30.1,17,86,37,Healthy
30-10-18,30.2,16.8,87,36,Healthy
31-10-18,29.8,17.3,93,39,Early Blight
01-11-18,30.6,18.7,93,38,Early Blight
02-11-18,27.9,17.3,75,44,Healthy
03-11-18,26.3,14,98,38,Late Blight
04-11-18,24.8,13.5,88,45,Late Blight
05-11-18,25.6,12.8,90,28,Late Blight
06-11-18,26.5,12,73,19,Late Blight
07-11-18,27.3,11.4,79,19,Healthy
08-11-18,26.9,11.9,91,28,Late Blight
09-11-18,26.9,12.5,94,34,Late Blight
10-11-18,27.1,12.6,95,37,Early Blight
11-11-18,26.4,13.6,93,39,Late Blight
12-11-18,25.5,12.6,95,40,Late Blight
13-11-18,26,14,90,36,Late Blight
14-11-18,24.5,12.4,92,51,Late Blight
15-11-18,25.2,12.7,98,38,Late Blight
16-11-18,25.2,11.8,91,36,Late Blight
17-11-18,25.7,12.2,91,36,Late Blight
18-11-18,26.3,12.8,90,37,Late Blight
19-11-18,26.9,14.6,81,42,Healthy
20-11-18,27.3,13.1,91,30,Early Blight
21-11-18,27.1,12.2,84,28,Healthy
22-11-18,26.5,11,85,30,Late Blight
23-11-18,25.9,12.1,90,27,Late Blight
24-11-18,27.1,11.5,84,22,Healthy
25-11-18,25.9,10.7,92,34,Late Blight
26-11-18,26.5,11.1,95,36,Late Blight
27-11-18,25.8,12.7,94,40,Late Blight
28-11-18,25.9,12.1,94,37,Late Blight
29-11-18,25.7,11.6,93,39,Late Blight
30-11-18,26,10.8,93,25,Late Blight
01-12-18,24.9,9.7,90,33,Late Blight
02-12-18,24.4,10,92,38,Late Blight
03-12-18,24,9.7,96,41,Late Blight
04-12-18,23.8,10.7,95,42,Late Blight
05-12-18,23,10.3,96,42,Late Blight
06-12-18,23.2,10.8,95,41,Late Blight
07-12-18,22,9.5,98,43,Late Blight
08-12-18,22.2,9.2,91,39,Late Blight
09-12-18,22.1,8.7,92,41,Early Blight
10-12-18,19.2,9.4,96,61,Late Blight
11-12-18,20.9,8.8,95,46,Early Blight
12-12-18,18.4,8.2,100,51,Early Blight
13-12-18,17.4,7.8,99,55,Early Blight
14-12-18,19.5,7.2,92,41,Early Blight
15-12-18,20,6,95,33,Early Blight
16-12-18,20.6,5,92,30,Early Blight
17-12-18,20.8,4.4,93,31,Early Blight
18-12-18,21.3,4.3,95,35,Early Blight
19-12-18,20.6,4.7,94,32,Early Blight
20-12-18,19.8,4.1,94,36,Early Blight
21-12-18,20.5,4,95,33,Early Blight
22-12-18,20.2,4.4,94,32,Early Blight
23-12-18,18.8,4.9,95,43,Early Blight
24-12-18,18.8,3.6,96,34,Early Blight
25-12-18,19.6,3.7,95,28,Early Blight
26-12-18,18.4,5.3,94,43,Early Blight
27-12-18,18.6,3.6,97,38,Early Blight
28-12-18,18.9,2.7,96,34,Early Blight
29-12-18,19.2,3,93,40,Early Blight
30-12-18,19.7,6,94,37,Early Blight
31-12-18,19.7,5,97,41,Early Blight
01-01-19,18.7,5.4,97,48,Early Blight
02-01-19,19.3,6.7,98,51,Early Blight
03-01-19,19.7,5.2,99,37,Early Blight
04-01-19,18.6,5.7,92,46,Early Blight
05-01-19,15.4,8.8,92,58,Early Blight
06-01-19,17,4.9,100,54,Early Blight
07-01-19,18,5.2,100,43,Early Blight
08-01-19,18,6.6,91,43,Early Blight
09-01-19,19.9,5.3,93,30,Early Blight
10-01-19,19.4,5.5,87,34,Healthy
11-01-19,18.7,7,92,47,Early Blight
12-01-19,18.3,6,98,49,Early Blight
13-01-19,18.8,5.6,96,40,Early Blight
14-01-19,18,3.7,88,27,Healthy
15-01-19,18.8,3.7,90,28,Healthy
16-01-19,18.7,4.7,97,38,Early Blight
17-01-19,19.5,3.8,99,37,Early Blight
18-01-19,19.1,4.1,92,40,Early Blight
19-01-19,20.3,6.7,92,35,Early Blight
20-01-19,20.5,8.1,93,44,Early Blight
21-01-19,15.5,9.8,99,75,Late Blight
22-01-19,16.4,6.9,100,58,Early Blight
23-01-19,16.9,5,99,52,Early Blight
24-01-19,16.9,4.6,100,42,Early Blight
25-01-19,15.9,4.3,94,43,Early Blight
26-01-19,16.9,4.6,87,35,Healthy
27-01-19,17.4,4.1,82,27,Healthy
28-01-19,18.5,3.3,88,23,Healthy
29-01-19,19.4,3.2,89,22,Healthy
30-01-19,16,7,91,48,Early Blight
31-01-19,14.3,7.5,93,67,Early Blight
01-02-19,16.9,7.1,96,61,Early Blight
02-02-19,19.2,5.9,96,45,Early Blight
03-02-19,21.4,6.5,94,37,Early Blight
04-02-19,21.1,6,94,39,Early Blight
05-02-19,20.9,9.6,94,42,Late Blight
06-02-19,19.9,10.2,98,53,Late Blight
07-02-19,15.8,6.5,97,68,Early Blight
08-02-19,17,6.4,96,43,Early Blight
09-02-19,19.4,5.2,94,33,Early Blight
10-02-19,19.3,6,87,32,Healthy
11-02-19,20.6,9.4,84,36,Late Blight
12-02-19,20.5,9.1,95,41,Late Blight
13-02-19,21.3,9.4,97,47,Late Blight
14-02-19,17.3,8.3,100,80,Early Blight
15-02-19,19.3,7.7,100,55,Early Blight
16-02-19,20.3,9.2,99,50,Late Blight
17-02-19,20.1,9.4,87,37,Late Blight
18-02-19,19.1,8.5,96,55,Early Blight
19-02-19,20,8.3,99,51,Early Blight
20-02-19,20.9,11.8,93,55,Late Blight
21-02-19,20.1,9,95,67,Late Blight
22-02-19,19.7,7.8,96,47,Early Blight
23-02-19,20.5,7.4,89,36,Healthy
24-02-19,20.9,7.3,90,37,Healthy
25-02-19,18,9,94,56,Late Blight
26-02-19,18.8,7.5,96,53,Early Blight
27-02-19,18.3,6.1,99,42,Early Blight
28-02-19,20.2,7.2,98,33,Early Blight
01-03-19,20.1,6.7,95,40,Early Blight
02-03-19,16.7,10.7,95,61,Late Blight
03-03-19,17.3,10.6,96,74,Late Blight
04-03-19,20.7,9.2,97,55,Late Blight
05-03-19,21.6,9.4,94,42,Late Blight
06-03-19,23,10.8,87,35,Late Blight
07-03-19,23.3,11.7,77,33,Late Blight
08-03-19,21.6,10.2,91,47,Late Blight
09-03-19,24.1,10.4,93,27,Late Blight
10-03-19,24.5,10.3,79,28,Late Blight
11-03-19,22.1,9.6,98,54,Late Blight
12-03-19,23.6,9.6,99,34,Late Blight
13-03-19,21.6,9.5,94,44,Late Blight
14-03-19,21.8,9.5,97,39,Late Blight
15-03-19,24.1,10.1,95,32,Late Blight
16-03-19,25.1,10.6,85,27,Late Blight
17-03-19,27,12.4,75,23,Late Blight
18-03-19,27.5,12,78,24,Healthy
19-03-19,29.2,14.2,77,26,Healthy
20-03-19,26.5,13.3,88,26,Late Blight
21-03-19,28.7,14.1,76,17,Healthy
22-03-19,29,14,69,17,Healthy
23-03-19,27.1,13.4,93,32,Early Blight
24-03-19,23.5,14.2,94,40,Early Blight
25-03-19,28.9,13.7,92,25,Early Blight
26-03-19,31.8,14.3,74,16,Healthy
27-03-19,33,15.3,87,28,Healthy
28-03-19,33.8,17.6,91,29,Early Blight
29-03-19,34.8,19,80,23,Healthy
30-03-19,34,18.2,81,18,Healthy
31-03-19,33.2,17.2,59,12,Healthy
01-04-19,34.5,16.8,50,9,Healthy
02-04-19,34.7,16.9,51,12,Healthy
03-04-19,36.3,18.2,66,16,Healthy
04-04-19,36.6,19.7,73,20,Healthy
05-04-19,36.8,20.1,81,24,Healthy
06-04-19,36.1,20.5,80,21,Healthy
07-04-19,37,21.6,79,13,Healthy
08-04-19,33.2,19.8,77,27,Healthy
09-04-19,35.8,20.4,78,20,Healthy
10-04-19,35.7,21.8,69,21,Healthy
11-04-19,35.8,21.2,59,21,Healthy
12-04-19,34,22.6,60,29,Healthy
13-04-19,32.9,22.1,66,33,Healthy
14-04-19,34.7,22,67,27,Healthy
15-04-19,36.5,22.1,67,21,Healthy
16-04-19,31.5,18.5,94,33,Early Blight
17-04-19,22.7,15.5,97,64,Early Blight
18-04-19,26.1,16.2,96,47,Early Blight
19-04-19,29.6,16.8,83,37,Healthy
20-04-19,32,18.3,82,30,Healthy
21-04-19,33.7,20,77,31,Healthy
22-04-19,37.3,20.5,73,24,Healthy
23-04-19,39,22.1,70,20,Healthy
24-04-19,37.7,22.4,63,25,Healthy
25-04-19,37.3,22.2,62,21,Healthy
26-04-19,38.2,21.2,68,17,Healthy
27-04-19,38.6,22.5,57,10,Healthy
28-04-19,39.5,22.5,53,11,Healthy
29-04-19,39,21.5,49,12,Healthy
30-04-19,36.8,24.2,37,17,Healthy
01-05-19,37.8,21.8,40,13,Healthy
02-05-19,37.2,21.5,52,13,Healthy
03-05-19,36.4,20.4,62,13,Healthy
04-05-19,36.8,20.4,48,10,Healthy
05-05-19,39,22.2,51,10,Healthy
06-05-19,39.1,22.5,54,10,Healthy
07-05-19,39.3,21.7,54,11,Healthy
08-05-19,40.3,23.5,39,11,Healthy
09-05-19,40.9,23.8,41,11,Healthy
10-05-19,39.1,24.4,42,13,Healthy
11-05-19,37.2,23.7,58,21,Healthy
12-05-19,36.4,23.7,55,21,Healthy
13-05-19,37.1,23.8,58,19,Healthy
14-05-19,34.9,22.4,77,26,Healthy
15-05-19,35.8,22.9,70,27,Healthy
16-05-19,33.5,21,84,31,Healthy
17-05-19,30.2,21.4,87,49,Healthy
18-05-19,34,21.2,87,31,Healthy
19-05-19,37.1,23.2,69,24,Healthy
20-05-19,38.1,25.2,53,20,Healthy
21-05-19,39,24.2,53,17,Healthy
22-05-19,38.6,25.5,53,20,Healthy
23-05-19,36.8,25.3,56,26,Healthy
24-05-19,34.4,22.8,76,35,Healthy
25-05-19,34.4,21.6,81,28,Healthy
26-05-19,37.4,22.7,62,21,Healthy
27-05-19,39.3,23.8,47,12,Healthy
28-05-19,40.4,24.2,45,14,Healthy
29-05-19,41.3,25.2,43,14,Healthy
30-05-19,42.7,26.2,43,12,Healthy
31-05-19,43.6,26.2,49,11,Healthy
01-06-19,44,26.6,41,11,Healthy
02-06-19,44,27.7,42,11,Healthy
03-06-19,44.1,30.1,46,11,Healthy
04-06-19,41.2,27.1,58,23,Healthy
05-06-19,42.8,27.5,55,13,Healthy
06-06-19,41.3,25.1,44,12,Healthy
07-06-19,41,25.3,45,15,Healthy
08-06-19,41.8,26.8,52,14,Healthy
09-06-19,42.8,27.6,44,13,Healthy
10-06-19,44.4,28,48,11,Healthy
11-06-19,43.9,28.6,36,12,Healthy
12-06-19,42.3,28.9,45,17,Healthy
13-06-19,41.4,26.5,52,17,Healthy
14-06-19,42.2,26.7,34,12,Healthy
15-06-19,42.5,28.3,41,15,Healthy
16-06-19,39.6,28.6,65,24,Healthy
17-06-19,40.9,24.5,82,19,Healthy
18-06-19,33.2,24,85,52,Healthy
19-06-19,36.8,26.3,82,36,Healthy
20-06-19,35.9,26.7,71,37,Healthy
21-06-19,37,24.9,79,32,Healthy
22-06-19,38.9,26.4,65,29,Healthy
23-06-19,39,28.3,63,30,Healthy
24-06-19,34.7,27.4,80,49,Healthy
25-06-19,37.3,27.3,83,35,Healthy
26-06-19,39.7,28,75,27,Healthy
27-06-19,39.4,27.3,73,31,Healthy
28-06-19,40.5,28.5,69,25,Healthy
29-06-19,40.6,28.8,66,27,Healthy
30-06-19,39.6,29,64,31,Healthy
01-07-19,40.4,29,58,30,Healthy
02-07-19,41.7,28.8,63,24,Healthy
03-07-19,40.8,30.1,55,29,Healthy
04-07-19,40.9,30.9,68,31,Healthy
05-07-19,38.7,28.9,76,39,Healthy
06-07-19,36.9,26.6,92,48,Healthy
07-07-19,37.3,28.1,78,44,Healthy
08-07-19,39.8,29.6,75,36,Healthy
09-07-19,38.7,29,80,43,Healthy
10-07-19,35.9,27.6,88,53,Healthy
11-07-19,39.3,27.7,88,39,Healthy
12-07-19,38.2,27.3,90,44,Healthy
13-07-19,36.8,25.8,92,47,Healthy
14-07-19,35.4,24.5,96,49,Healthy
15-07-19,33.8,24.5,97,59,Early Blight
16-07-19,31.2,24,96,65,Early Blight
17-07-19,32.2,23.7,98,58,Early Blight
18-07-19,32.9,25.6,95,66,Early Blight
19-07-19,33.1,25.4,97,64,Early Blight
20-07-19,34,25.6,96,54,Early Blight
21-07-19,32.8,26.9,93,67,Early Blight
22-07-19,34.7,27.6,92,59,Early Blight
23-07-19,36,28.6,90,53,Healthy
24-07-19,37.3,28,91,48,Healthy
25-07-19,33,26.9,93,65,Early Blight
26-07-19,31.5,26.5,94,69,Early Blight
27-07-19,31,25.9,95,68,Early Blight
28-07-19,31,25.5,93,73,Early Blight
29-07-19,33.5,26.5,94,64,Early Blight
30-07-19,34.2,27.6,92,60,Early Blight
31-07-19,33,26.5,87,67,Healthy
01-08-19,33.9,26.1,97,65,Early Blight
02-08-19,29.6,25.2,97,78,Early Blight
03-08-19,33.1,26,97,61,Early Blight
04-08-19,34,26.9,98,60,Early Blight
05-08-19,35.4,27.7,95,57,Healthy
06-08-19,35,27.6,92,60,Early Blight
07-08-19,33.1,27.1,90,62,Healthy
08-08-19,34.6,27.9,92,58,Early Blight
09-08-19,32.3,26.6,95,71,Early Blight
10-08-19,33,27,85,65,Healthy
11-08-19,33.6,27.4,95,67,Early Blight
12-08-19,33.3,26.3,97,66,Early Blight
13-08-19,34,27,96,63,Early Blight
14-08-19,33.4,26.9,98,66,Early Blight
15-08-19,34.2,27.4,95,62,Early Blight
16-08-19,32.9,26.9,92,69,Early Blight
17-08-19,28.4,23.6,96,86,Early Blight
18-08-19,33.2,23.7,93,56,Early Blight
19-08-19,33.4,24.6,95,56,Early Blight
20-08-19,35.4,25.1,89,42,Healthy
21-08-19,36,25.9,86,43,Healthy
22-08-19,36.1,26.9,92,45,Healthy
23-08-19,36.2,27.1,92,43,Healthy
24-08-19,38.2,27.7,89,32,Healthy
25-08-19,34.7,26.9,92,55,Early Blight
26-08-19,34.3,26.6,92,56,Early Blight
27-08-19,35.3,27.9,89,55,Healthy
28-08-19,36.4,27.8,91,48,Healthy
29-08-19,37.6,28.3,86,46,Healthy
30-08-19,36.3,27.5,91,52,Healthy
31-08-19,35.6,26.8,94,54,Healthy
01-09-19,35,27,93,58,Early Blight
02-09-19,33.3,27.2,92,63,Early Blight
03-09-19,35.8,27.4,93,50,Healthy
04-09-19,36.8,28.3,89,48,Healthy
05-09-19,36.1,27.3,90,53,Healthy
06-09-19,36.3,27.7,90,50,Healthy
07-09-19,36.6,27.8,89,51,Healthy
08-09-19,36.6,27.5,90,45,Healthy
09-09-19,37.7,27.7,89,42,Healthy
10-09-19,39.1,28.7,79,36,Healthy
11-09-19,39.6,28.8,80,36,Healthy
12-09-19,40,29.1,83,31,Healthy
13-09-19,37.6,28.6,86,44,Healthy
14-09-19,36.9,28.4,83,47,Healthy
15-09-19,37.2,28,84,39,Healthy
16-09-19,35.8,28.1,78,44,Healthy
17-09-19,36.7,27,79,42,Healthy
18-09-19,35.5,26.9,82,40,Healthy
19-09-19,34.3,26,78,52,Healthy
20-09-19,33.9,25.3,85,48,Healthy
21-09-19,34.4,25.2,87,44,Healthy
22-09-19,35.1,26,81,40,Healthy
23-09-19,33.9,25.7,80,46,Healthy
24-09-19,34.4,25.6,77,42,Healthy
25-09-19,33.9,26.5,79,49,Healthy
26-09-19,33.9,26.3,80,49,Healthy
27-09-19,33.2,25.8,85,56,Healthy
28-09-19,31.8,24.5,91,57,Early Blight
29-09-19,30.1,21.9,98,62,Early Blight
30-09-19,30.1,22.1,97,54,Early Blight
01-10-19,30.4,21.9,97,53,Early Blight
02-10-19,31.7,22.3,96,50,Early Blight
03-10-19,32.1,19.7,96,48,Early Blight
04-10-19,29.9,20.7,96,45,Early Blight
05-10-19,31.1,19.1,93,44,Early Blight
06-10-19,30.8,19.3,94,41,Early Blight
07-10-19,30.6,19.9,81,37,Healthy
08-10-19,31.6,19.6,76,33,Healthy
09-10-19,32.1,19.5,85,31,Healthy
10-10-19,32.6,20.1,86,31,Healthy
11-10-19,32.9,19.6,85,29,Healthy
12-10-19,32.8,20.1,89,32,Healthy
13-10-19,33.4,20.5,92,29,Early Blight
14-10-19,34.2,20.9,84,27,Healthy
15-10-19,33.7,21.3,91,32,Early Blight
16-10-19,33,21.6,92,34,Early Blight
17-10-19,32.5,21.2,91,35,Early Blight
18-10-19,29.7,18.3,90,46,Healthy
19-10-19,31,17.5,87,30,Healthy
20-10-19,30.3,17.7,84,32,Healthy
21-10-19,30.4,17.4,86,33,Healthy
22-10-19,31.9,17.7,80,30,Healthy
23-10-19,31.4,18.5,84,28,Healthy
24-10-19,31.2,17.6,88,30,Healthy
25-10-19,31.1,17.4,93,28,Early Blight
26-10-19,31,17.3,87,32,Healthy
27-10-19,31.3,17.6,91,32,Early Blight
28-10-19,31.5,18.4,92,37,Early Blight
29-10-19,31.9,18.2,92,33,Early Blight
30-10-19,31.7,19.1,91,32,Early Blight
31-10-19,31.5,17.9,86,36,Healthy
01-11-19,27.3,18.3,93,47,Early Blight
02-11-19,27.5,18.5,97,50,Early Blight
03-11-19,27,16.6,95,48,Early Blight
04-11-19,29.2,17,92,34,Early Blight
05-11-19,29.8,16.9,91,34,Early Blight
06-11-19,29.1,17.9,77,34,Healthy
07-11-19,22.7,15,95,63,Early Blight
08-11-19,23.5,13.1,98,55,Late Blight
09-11-19,25.5,11.7,95,31,Late Blight
10-11-19,25.1,12.3,85,31,Late Blight
11-11-19,24.5,12.6,79,37,Late Blight
12-11-19,24.9,13.6,85,41,Late Blight
13-11-19,25.1,15,86,46,Healthy
14-11-19,22.7,15.2,98,60,Early Blight
15-11-19,24.5,15.4,100,56,Early Blight
16-11-19,25.1,15,98,51,Early Blight
17-11-19,25.6,13.6,94,40,Late Blight
18-11-19,25.7,12.3,94,35,Late Blight
19-11-19,25.4,11.3,95,33,Late Blight
20-11-19,25,11.6,97,37,Late Blight
21-11-19,23.7,11.8,99,48,Late Blight
22-11-19,21.7,13.5,96,50,Late Blight
23-11-19,23.8,13.2,92,47,Late Blight
24-11-19,24.2,12.3,92,39,Late Blight
25-11-19,23.8,12,90,30,Late Blight
26-11-19,23.3,11.8,95,42,Late Blight
27-11-19,18.3,13.9,98,80,Late Blight
28-11-19,20.9,11.2,100,64,Early Blight
29-11-19,21.5,9.4,99,50,Late Blight
30-11-19,21.9,9,99,41,Late Blight
01-12-19,22.3,8.5,87,35,Healthy
02-12-19,23.1,7.7,89,30,Healthy
03-12-19,22.6,6.6,92,31,Early Blight
04-12-19,22.5,7.6,98,40,Early Blight
05-12-19,21.9,7.9,98,45,Early Blight
06-12-19,21.5,7.9,98,44,Early Blight
07-12-19,22.3,7.2,94,38,Early Blight
08-12-19,21.8,8.3,86,36,Healthy
09-12-19,21.1,8.4,92,37,Early Blight
10-12-19,20.8,7.1,95,42,Early Blight
11-12-19,21,8.3,97,47,Early Blight
12-12-19,15.8,9.7,98,74,Late Blight
13-12-19,16.5,8.5,98,59,Early Blight
14-12-19,17.5,8.5,99,59,Early Blight
15-12-19,16.9,7.5,99,57,Early Blight
16-12-19,18.1,6.3,97,51,Early Blight
17-12-19,18.7,5.3,98,46,Early Blight
18-12-19,18.2,5.3,100,46,Early Blight
19-12-19,17.2,6.7,100,62,Early Blight
20-12-19,17.2,7.6,100,68,Early Blight
21-12-19,17.5,6.8,100,65,Early Blight
22-12-19,17.8,5.9,100,58,Early Blight
23-12-19,17.5,5.1,100,56,Early Blight
24-12-19,14.7,4.8,100,67,Early Blight
25-12-19,14.3,4.4,100,70,Early Blight
26-12-19,15.1,2.5,100,62,Early Blight
27-12-19,11.9,1.4,100,72,Early Blight
28-12-19,10.3,3.7,99,78,Early Blight
29-12-19,12.1,0.9,100,61,Early Blight
30-12-19,11.1,1.1,100,74,Early Blight
31-12-19,10.9,1.3,100,69,Early Blight
01-01-20,13.2,1.5,100,62,Early Blight
02-01-20,18.1,4.9,98,52,Early Blight
03-01-20,18.4,4.3,98,50,Early Blight
04-01-20,16.8,4.9,96,54,Early Blight
05-01-20,16.6,5.7,95,61,Early Blight
06-01-20,11.2,8.6,98,88,Early Blight
07-01-20,12.3,6.6,100,93,Early Blight
08-01-20,14.2,4.6,100,62,Early Blight
09-01-20,15.8,3.9,96,53,Early Blight
10-01-20,16.7,4.3,91,39,Early Blight
11-01-20,16.3,4,95,48,Early Blight
12-01-20,18.2,7.9,91,48,Early Blight
13-01-20,13.5,6.8,99,74,Early Blight
14-01-20,15.2,4,100,54,Early Blight
15-01-20,15.5,3.6,97,52,Early Blight
16-01-20,15.7,4.8,100,61,Early Blight
17-01-20,16.8,6,98,56,Early Blight
18-01-20,16.9,5,98,51,Early Blight
19-01-20,17.6,4.9,100,56,Early Blight
20-01-20,17.7,8.3,96,52,Early Blight
21-01-20,17.3,7,94,50,Early Blight
22-01-20,18.1,6.2,92,46,Early Blight
23-01-20,17.8,5.7,94,37,Early Blight
24-01-20,19.3,5,90,34,Healthy
25-01-20,17.4,7.2,97,65,Early Blight
26-01-20,19.5,6.6,98,53,Early Blight
27-01-20,16.7,7.6,94,65,Early Blight
28-01-20,15.2,9.4,99,76,Late Blight
29-01-20,16.8,5.8,100,66,Early Blight
30-01-20,16.9,4.6,100,54,Early Blight
31-01-20,17.2,4.8,98,47,Early Blight
01-02-20,17.7,5.1,97,45,Early Blight
02-02-20,19.1,5.1,94,42,Early Blight
03-02-20,19.2,4.7,95,41,Early Blight
04-02-20,16.2,4.5,100,63,Early Blight
05-02-20,17.6,5.4,100,43,Early Blight
06-02-20,18,5.3,94,42,Early Blight
07-02-20,19.1,5.6,94,39,Early Blight
08-02-20,20.1,5.4,93,39,Early Blight
09-02-20,21,6.7,93,37,Early Blight
10-02-20,21.2,5.7,93,35,Early Blight
11-02-20,21.5,9.5,87,39,Late Blight
12-02-20,23.2,9.6,89,38,Late Blight
13-02-20,24.6,10.2,90,40,Late Blight
14-02-20,23.7,10,74,26,Late Blight
15-02-20,26,8.6,78,20,Healthy
16-02-20,26.1,7.9,84,27,Healthy
17-02-20,26.5,7.3,89,14,Healthy
18-02-20,27.1,8,75,15,Healthy
19-02-20,25,10.7,82,32,Late Blight
20-02-20,23.9,12.1,95,48,Late Blight
21-02-20,20.8,10.4,100,59,Early Blight
22-02-20,23.3,10.2,100,48,Early Blight
23-02-20,24.6,11.3,95,42,Late Blight
24-02-20,25.1,11.2,90,35,Late Blight
25-02-20,25.9,11.8,87,33,Late Blight
26-02-20,26.8,11.6,94,34,Late Blight
27-02-20,26.5,14,94,45,Late Blight
28-02-20,25.6,15.4,96,57,Early Blight
29-02-20,21,13.7,97,67,Late Blight
01-03-20,23.2,12.4,96,61,Late Blight
02-03-20,24.6,12,96,45,Late Blight
03-03-20,25.2,11.8,93,38,Late Blight
04-03-20,25,12.2,95,38,Late Blight
05-03-20,21.1,14,95,65,Late Blight
06-03-20,16.9,12.7,96,80,Late Blight
07-03-20,20.1,11.8,96,51,Late Blight
08-03-20,22.1,10.5,96,52,Late Blight
09-03-20,23.1,9.6,93,37,Late Blight
10-03-20,23.1,9.9,94,39,Late Blight
11-03-20,18.9,12.3,95,65,Late Blight
12-03-20,22.9,12.1,96,41,Late Blight
13-03-20,21.4,11.2,97,46,Late Blight
14-03-20,19,9.6,100,70,Early Blight
15-03-20,21.8,11,100,53,Early Blight
16-03-20,23.8,11.9,91,49,Late Blight
17-03-20,25.9,12.4,91,44,Late Blight
18-03-20,26,14.6,94,45,Early Blight
19-03-20,26.5,14.2,94,42,Early Blight
20-03-20,26,14.9,93,47,Early Blight
21-03-20,26.4,14.2,93,48,Early Blight
22-03-20,27.6,15,92,38,Early Blight
23-03-20,28.2,14.4,93,38,Early Blight
24-03-20,24.3,15.4,96,57,Early Blight
25-03-20,26.7,15.5,93,48,Early Blight
26-03-20,25.4,16.5,94,49,Early Blight
27-03-20,20.5,14.1,98,79,Early Blight
28-03-20,23.7,13.3,97,60,Late Blight
29-03-20,26.1,13.4,95,44,Late Blight
30-03-20,26.7,14.1,91,43,Early Blight
31-03-20,24.6,14.6,93,48,Early Blight
01-04-20,27.4,13.9,93,42,Early Blight
02-04-20,27.1,13.6,89,32,Healthy
03-04-20,28,13.9,84,31,Healthy
04-04-20,29.5,14.6,86,35,Healthy
05-04-20,29.5,16.4,84,37,Healthy
06-04-20,29.6,15.7,90,36,Healthy
07-04-20,27.1,14.4,92,40,Early Blight
08-04-20,29.1,15,94,30,Early Blight
09-04-20,31,15.1,87,28,Healthy
10-04-20,31.7,19.3,70,26,Healthy
11-04-20,33.5,19,75,24,Healthy
12-04-20,34.9,19,74,25,Healthy
13-04-20,36.2,20.3,78,26,Healthy
14-04-20,36.8,21.1,73,22,Healthy
15-04-20,36.2,20.8,59,22,Healthy
16-04-20,36,20.4,63,16,Healthy
17-04-20,27.7,17.8,88,44,Healthy
18-04-20,30.3,17.1,95,34,Early Blight
19-04-20,31,17.5,93,28,Early Blight
20-04-20,31.3,17.3,87,21,Healthy
21-04-20,31,17.5,81,30,Healthy
